video_label,Label,Avg,Stats,Serial
YW_WILTY_EP48_lie7,lie,89.2,"mean=89.2, std=6.5, max=106, min=78, range=28","[106 100  93  88  86  85  84  83  83  81  79  78  81  87  91  92  89  87
  88  90  92  95  98  98  96  92  89  88]"
YW_WILTY_EP48_lie8,lie,89.4,"mean=89.4, std=7.4, max=102, min=77, range=25","[ 77  78  79  82  82  80  79  83  90  94  93  89  87  86  87  87  88  89
  91  94  99 102 100  96  95  98  99  99]"
YW_WILTY_EP48_truth9,truth,77.4,"mean=77.4, std=8.6, max=98, min=68, range=30",[98 90 81 73 69 68 69 72 75 77 78 79]
YW_WILTY_EP48_lie11,lie,88.7,"mean=88.7, std=3.4, max=95, min=82, range=13","[91 91 92 93 93 92 89 84 82 83 86 88 88 88 87 87 88 90 92 90 87 86 88 93
 95 92 86 82]"
YW_WILTY_EP49_truth2,truth,78.3,"mean=78.3, std=5.4, max=88, min=71, range=17",[83 86 88 83 76 71 71 73 76 77 78 78]
YW_WILTY_EP49_truth4,truth,77.6,"mean=77.6, std=7.8, max=96, min=65, range=31","[77 76 77 80 84 87 84 79 73 69 66 66 66 67 65 65 66 71 77 82 81 78 76 76
 76 76 77 79 83 87 88 86 83 84 90 96]"
YW_WILTY_EP49_truth5,truth,71.1,"mean=71.1, std=4.1, max=79, min=66, range=13",[74 72 69 67 66 68 69 69 68 67 68 71 75 77 78 79]
YW_WILTY_EP49_lie1,lie,84.4,"mean=84.4, std=8.1, max=110, min=72, range=38","[110 104  96  89  84  82  83  86  87  86  83  78  72  72  76  82  84  82
  78  76  78  82  84  85  86  86  86  86]"
YW_WILTY_EP49_lie7,lie,96.0,"mean=96.0, std=8.4, max=111, min=88, range=23",[ 89  88  88  89  94 103 110 111 104  96  91  89]
YW_WILTY_EP50_lie1,lie,80.6,"mean=80.6, std=3.3, max=86, min=72, range=14",[72 78 84 86 84 81 80 81 81 81 79 77 76 78 82 85 85 82 80 80]
YW_WILTY_EP50_lie2,lie,92.9,"mean=92.9, std=5.0, max=102, min=86, range=16",[ 96  96  94  91  88  87  86  88  91  96 100 102]
YW_WILTY_EP50_lie4,lie,93.5,"mean=93.5, std=6.5, max=108, min=82, range=26","[ 88  89  93  99 102  99  95  95  98 100  97  93  91  94  95  93  89  87
  86  86  87  88  87  85  82  85  93 103 108 106 101  97]"
YW_WILTY_EP50_lie6,lie,83.6,"mean=83.6, std=6.5, max=96, min=72, range=24","[78 79 82 87 91 95 96 90 81 73 72 76 80 82 83 83 82 82 80 77 76 79 84 88
 90 91 92 93]"
YW_WILTY_EP50_truth4,truth,76.8,"mean=76.8, std=6.2, max=91, min=66, range=25","[83 88 91 90 85 81 79 78 75 70 66 66 69 73 75 76 77 81 85 85 81 76 73 72
 72 72 73 76 79 80 76 72 71 72 73 73]"
YW_WILTY_EP50_truth5,truth,75.2,"mean=75.2, std=7.2, max=94, min=66, range=28",[94 88 81 78 76 74 73 70 68 66 67 71 74 75 74 74]
YW_WILTY_EP50_lie7,lie,88.4,"mean=88.4, std=5.2, max=98, min=77, range=21",[98 95 93 93 94 92 88 84 81 78 77 80 84 88 89 90 91 91 91 90 89 89 88 88]
YW_WILTY_EP50_truth6,truth,81.7,"mean=81.7, std=6.4, max=91, min=72, range=19",[77 76 73 72 73 76 81 86 89 88 86 89 91 88 83 79]
YW_WILTY_EP50_lie9,lie,87.9,"mean=87.9, std=7.2, max=98, min=72, range=26",[93 96 98 95 90 87 87 88 87 84 78 72]
YW_WILTY_EP50_lie11,lie,86.5,"mean=86.5, std=5.0, max=92, min=74, range=18","[76 74 75 80 87 91 92 92 91 91 90 88 87 86 85 84 84 84 84 85 86 87 88 89
 90 91 92 92]"
YW_WILTY_EP50_lie12,lie,82.8,"mean=82.8, std=3.8, max=87, min=74, range=13",[74 79 84 86 87 87 86 84 81 79 82 85]
YW_WILTY_EP50_lie13,lie,88.4,"mean=88.4, std=5.8, max=96, min=77, range=19",[93 94 96 96 94 93 93 93 90 86 84 81 78 77 80 84 88 89 90 90]
YW_WILTY_EP50_truth7,truth,83.3,"mean=83.3, std=4.9, max=94, min=78, range=16",[94 88 81 78 80 86 89 86 81 79 79 79]
YW_WILTY_EP50_truth8,truth,76.6,"mean=76.6, std=4.8, max=88, min=68, range=20",[75 74 72 73 78 81 80 77 73 70 68 69 74 83 88 86 80 77 76 77 77 77 77 77]
YW_WILTY_EP50_truth9,truth,77.6,"mean=77.6, std=9.5, max=93, min=64, range=29",[77 78 80 84 90 93 93 91 88 83 77 73 70 67 65 64 65 68 72 75]
YW_WILTY_EP50_truth11,truth,75.7,"mean=75.7, std=5.6, max=84, min=64, range=20",[74 75 78 82 84 82 78 76 75 72 68 64]
YW_WILTY_EP50_truth13,truth,76.7,"mean=76.7, std=9.5, max=103, min=67, range=36","[ 72  70  67  68  71  72  73  74  74  73  71  69  70  71  72  72  72  71
  71  72  73  74  77  83  94 103 103  95  87  82  80  79]"
YW_WILTY_EP50_truth14,truth,77.8,"mean=77.8, std=2.4, max=83, min=75, range=8",[76 77 81 83 81 77 75 76 76 77 77 78]
YW_WILTY_EP51_lie1,lie,85.2,"mean=85.2, std=6.9, max=95, min=69, range=26","[89 89 89 89 89 91 93 94 91 84 80 80 83 88 93 95 93 89 86 85 85 86 87 87
 87 85 81 76 71 69 70 73]"
YW_WILTY_EP51_lie2,lie,86.7,"mean=86.7, std=5.3, max=95, min=75, range=20","[76 81 87 89 89 88 87 86 85 84 84 83 80 77 75 76 79 84 87 87 87 88 91 91
 90 91 93 95 94 90 89 90 91 92 92 92]"
YW_WILTY_EP51_lie5,lie,89.0,"mean=89.0, std=9.7, max=121, min=80, range=41","[ 86  83  80  81  83  85  85  85  85  88  93  96  93  88  84  84  85  87
  87  85  82  80  83  88  95 105 115 121]"
YW_WILTY_EP51_lie6,lie,92.6,"mean=92.6, std=7.8, max=112, min=79, range=33","[ 91  93  96  98  96  92  90  90  90  91  93  97 101 102 100  96  92  88
  84  81  79  80  83  86  86  86  87  90  98 107 112 110 101  93  89  87]"
YW_WILTY_EP52_lie1,lie,89.1,"mean=89.1, std=3.9, max=96, min=83, range=13",[95 96 95 91 88 88 88 86 83 83 85 87 89 90 91 91]
YW_WILTY_EP52_lie4,lie,82.6,"mean=82.6, std=3.3, max=89, min=78, range=11",[89 88 85 81 78 79 81 84 84 82 80 80]
YW_WILTY_EP52_truth9,truth,75.2,"mean=75.2, std=4.7, max=87, min=66, range=21",[77 78 78 78 77 77 77 76 75 73 70 71 76 83 87 83 76 71 71 72 73 72 69 66]
YW_WILTY_EP52_truth10,truth,71.6,"mean=71.6, std=3.5, max=79, min=67, range=12",[76 75 72 69 68 67 68 69 71 73 74 74 73 70 67 67 69 73 77 79]
YW_WILTY_EP53_truth4,truth,76.3,"mean=76.3, std=6.0, max=92, min=72, range=20",[92 89 83 78 75 74 74 74 74 73 73 73 73 72 72 72]
YW_WILTY_EP53_truth5,truth,76.8,"mean=76.8, std=5.4, max=91, min=71, range=20","[71 72 73 74 76 77 77 76 75 75 74 74 74 73 72 73 74 78 83 88 91 90 84 76
 72 73 76 79]"
YW_WILTY_EP53_truth6,truth,78.1,"mean=78.1, std=6.0, max=95, min=72, range=23","[76 76 74 73 74 78 82 80 75 72 72 77 86 94 95 88 81 77 76 76 75 73 72 73
 76 78 79 80]"
YW_WILTY_EP53_truth7,truth,79.0,"mean=79.0, std=6.7, max=90, min=69, range=21",[90 89 86 82 82 87 90 86 79 74 70 69 71 75 77 77 75 73 74 75]
YW_WILTY_EP53_truth8,truth,78.0,"mean=78.0, std=6.4, max=90, min=67, range=23",[75 75 73 73 77 83 85 81 75 69 67 69 73 79 86 90 88 83 80 79]
YW_WILTY_EP53_lie2,lie,93.9,"mean=93.9, std=8.6, max=117, min=87, range=30",[ 91  93  94  92  89  87  87  87  87  88  90  92  95 102 111 117]
YW_WILTY_EP53_truth13,truth,80.8,"mean=80.8, std=7.6, max=94, min=67, range=27",[75 75 75 75 74 74 76 80 87 94 94 88 81 78 78 80 84 91 94 90 83 76 71 67]
YW_WILTY_EP53_lie5,lie,87.9,"mean=87.9, std=5.3, max=98, min=77, range=21","[92 92 91 90 87 83 81 83 89 96 98 94 86 79 77 82 91 96 95 91 89 88 88 86
 83 82 84 88]"
YW_WILTY_EP53_lie6,lie,86.2,"mean=86.2, std=5.8, max=98, min=77, range=21","[86 86 88 91 93 92 91 90 90 90 89 87 83 80 78 80 83 87 91 96 98 95 90 85
 82 79 77 77 78 79 82 85]"
YW_WILTY_EP53_lie7,lie,94.0,"mean=94.0, std=5.8, max=104, min=88, range=16",[ 89  90  92  95 100 104 104  98  91  88  88  89]
YW_WILTY_EP53_lie8,lie,90.3,"mean=90.3, std=6.5, max=102, min=78, range=24","[ 93  94  96  95  94  93  93  93  95  98 101 102 102  99  94  90  87  85
  83  82  83  86  90  90  85  80  78  80  84  87  88  89]"
YW_WILTY_EP53_lie9,lie,83.7,"mean=83.7, std=6.3, max=92, min=70, range=22","[92 92 91 90 88 84 82 82 85 86 87 87 88 87 83 76 73 75 79 81 81 79 74 70
 72 78 85 89 90 91 90 90]"
YW_WILTY_EP53_lie12,lie,85.1,"mean=85.1, std=4.7, max=92, min=76, range=16","[92 91 90 89 87 84 79 76 77 81 83 83 84 87 92 92 88 82 81 81 81 82 85 88
 89 91 91 90 86 82 79 79]"
YW_WILTY_EP53_truth14,truth,79.1,"mean=79.1, std=6.9, max=98, min=69, range=29","[77 76 76 76 76 76 77 76 76 76 76 76 76 75 73 70 69 72 81 90 93 88 81 76
 75 75 78 86 95 98 92 84 78 76 76 76]"
YW_WILTY_EP54_truth6,truth,80.2,"mean=80.2, std=7.7, max=101, min=71, range=30",[ 76  76  76  76  79  84  86  82  76  71  72  74  78  84  93 101]
YW_WILTY_EP54_truth7,truth,74.0,"mean=74.0, std=3.2, max=81, min=69, range=12",[71 71 73 76 77 75 72 71 74 79 81 76 70 69 70 72 74 75 76 77]
YW_WILTY_EP54_truth8,truth,86.1,"mean=86.1, std=10.7, max=113, min=74, range=39","[113 107  98  87  78  74  76  82  86  84  80  76  76  77  78  81  85  92
  96  96]"
YW_WILTY_EP54_lie3,lie,88.6,"mean=88.6, std=5.0, max=98, min=75, range=23",[75 81 89 96 98 96 91 88 86 85 85 84 83 86 89 91 89 88 89 90 91 92 92 93]
YW_WILTY_EP54_lie5,lie,87.5,"mean=87.5, std=6.3, max=107, min=80, range=27","[ 80  81  84  88  90  90  88  84  82  84  87  89  88  85  82  80  80  83
  84  85  85  87  91  93  94  96 102 107]"
YW_WILTY_EP54_lie6,lie,94.3,"mean=94.3, std=7.1, max=109, min=84, range=25","[ 98 103 107 109 107 105 104 104 100  95  91  89  88  88  88  88  87  87
  88  90  95 100 100  98  94  91  90  89  88  86  84  85  90  96  97  95]"
YW_WILTY_EP54_lie7,lie,86.8,"mean=86.8, std=7.4, max=103, min=77, range=26",[103  98  91  84  79  77  79  82  85  87  88  89]
YW_WILTY_EP55_lie3,lie,87.6,"mean=87.6, std=7.5, max=104, min=72, range=32","[ 88  88  87  87  87  87  87  88  91  97 102 104  99  92  84  80  76  72
  72  77  83  87  89  90  90  90  90  90]"
YW_WILTY_EP55_truth4,truth,76.4,"mean=76.4, std=8.2, max=93, min=68, range=25",[76 77 80 85 91 93 87 77 70 68 69 69 68 69 71 73]
YW_WILTY_EP55_truth5,truth,79.8,"mean=79.8, std=5.0, max=89, min=67, range=22","[67 71 76 78 79 79 79 78 78 77 77 80 85 89 89 88 86 83 80 83 85 83 78 76
 76 77 78 78]"
YW_WILTY_EP55_lie5,lie,91.6,"mean=91.6, std=4.4, max=100, min=84, range=16","[ 90  90  92  95  94  89  85  86  90  96  98  95  89  85  84  86  91  97
 100  98  94  92  91  91]"
YW_WILTY_EP55_truth8,truth,78.1,"mean=78.1, std=6.4, max=91, min=67, range=24","[89 87 81 76 74 73 73 73 74 78 84 86 82 76 72 70 70 70 73 78 84 85 78 70
 67 70 74 76 77 78 79 83 88 91 88 84]"
YW_WILTY_EP55_lie6,lie,89.9,"mean=89.9, std=6.8, max=107, min=80, range=27","[ 80  81  84  86  87  87  86  86  87  92 100 107 107 100  93  88  87  84
  82  82  87  92  94  93  92  91  91  91]"
YW_WILTY_EP55_lie7,lie,87.5,"mean=87.5, std=3.3, max=94, min=83, range=11","[92 91 90 90 89 87 86 84 84 84 84 85 87 89 90 87 83 83 86 90 92 94 93 88
 83 83 86 89]"
YW_WILTY_EP55_lie8,lie,85.9,"mean=85.9, std=5.6, max=95, min=74, range=21",[90 90 90 91 90 90 89 87 84 81 83 89 95 92 83 76 74 77 82 85]
YW_WILTY_EP55_lie13,lie,82.7,"mean=82.7, std=8.5, max=91, min=64, range=27",[89 89 88 86 83 79 76 74 71 66 64 68 76 83 87 89 90 90 91 91 90 89 88 88]
YW_WILTY_EP55_lie14,lie,92.1,"mean=92.1, std=8.0, max=109, min=83, range=26","[109 107 102  96  91  88  86  85  84  84  83  83  83  83  84  87  92  94
  91  87  88  96 103 106 103  98  94  93]"
YW_WILTY_EP56_lie3,lie,86.8,"mean=86.8, std=7.0, max=107, min=78, range=29","[102  95  87  86  87  89  89  88  87  85  82  79  78  80  82  84  84  84
  84  84  83  80  80  82  88  94 101 107]"
YW_WILTY_EP56_lie4,lie,87.6,"mean=87.6, std=10.5, max=115, min=78, range=37","[ 78  78  79  81  82  82  82  82  81  79  80  83  88  90  91  92  96 102
 110 115]"
YW_WILTY_EP56_lie7,lie,93.4,"mean=93.4, std=3.4, max=99, min=86, range=13",[93 93 93 92 92 93 97 99 99 97 94 89 86 87 92 96 96 95 93 92]
YW_WILTY_EP56_lie8,lie,95.6,"mean=95.6, std=8.2, max=118, min=90, range=28",[ 90  90  90  90  90  90  92  96  98  96  91  90  94 102 112 118]
YW_WILTY_EP56_lie9,lie,85.2,"mean=85.2, std=6.4, max=94, min=72, range=22",[92 90 86 82 80 82 87 93 94 89 80 72 72 77 83 87 89 90 90 90]
YW_WILTY_EP56_lie10,lie,91.1,"mean=91.1, std=5.3, max=99, min=84, range=15",[95 98 99 96 90 86 84 85 87 91 97 98 93 87 85 86]
YW_WILTY_EP56_lie12,lie,87.5,"mean=87.5, std=6.2, max=98, min=75, range=23",[88 84 79 75 77 83 86 86 84 83 84 84 85 86 88 91 95 98 98 96 94 93 92 92]
YW_WILTY_EP56_truth1,truth,78.2,"mean=78.2, std=8.3, max=95, min=65, range=30","[77 80 84 88 87 86 87 89 86 82 79 78 77 76 74 70 67 65 66 68 70 70 69 70
 71 71 72 72 74 78 86 92 95 92 86 82]"
YW_WILTY_EP56_truth3,truth,79.9,"mean=79.9, std=7.1, max=96, min=71, range=25","[78 77 76 78 83 87 89 88 86 82 76 72 71 71 71 72 72 73 74 74 76 80 84 87
 87 87 91 96]"
YW_WILTY_EP56_truth5,truth,77.1,"mean=77.1, std=6.4, max=97, min=71, range=26",[97 90 81 74 71 71 73 74 74 73 72 72 72 73 75 79 84 86 82 76 74 75 76 76]
YW_WILTY_EP56_truth6,truth,79.7,"mean=79.7, std=10.7, max=111, min=68, range=43","[111 107  99  87  79  74  73  72  72  71  70  69  68  68  70  73  75  76
  77  78  79  80  82  85  87  85  83  82]"
YW_WILTY_EP56_lie16,lie,86.5,"mean=86.5, std=6.3, max=99, min=73, range=26","[90 89 88 88 86 83 80 80 85 90 90 87 82 78 76 80 87 95 99 98 94 91 90 90
 89 86 79 73]"
SB_WILTY_EP29_lie1,lie,89.8,"mean=89.8, std=7.4, max=109, min=80, range=29","[ 89  89  90  89  89  87  87  90  93  94  90  87  85  85  85  86  87  90
  92  91  86  83  83  84  83  81  80  82  85  89  93 100 107 109 108 106]"
SB_WILTY_EP35_truth2,truth,79.7,"mean=79.7, std=8.0, max=96, min=70, range=26","[75 75 76 76 77 79 83 89 94 96 94 94 93 88 81 77 75 74 72 70 70 70 70 70
 72 76 82 85 84 80 78 76]"
SB_WILTY_EP35_truth4,truth,78.5,"mean=78.5, std=7.6, max=92, min=66, range=26","[75 75 73 73 72 72 72 71 71 70 67 66 68 70 73 76 81 87 92 91 88 85 80 75
 74 78 83 89 92 88 81 79 84 87 86 83]"
SB_WILTY_EP35_truth5,truth,77.6,"mean=77.6, std=7.4, max=93, min=66, range=27",[78 76 73 71 71 73 75 79 85 90 93 91 86 79 76 74 74 72 69 66]
SB_WILTY_EP36_lie5,lie,83.2,"mean=83.2, std=5.3, max=96, min=74, range=22","[93 96 95 87 77 74 78 82 82 82 84 87 89 88 88 87 85 82 79 77 78 81 83 83
 83 82 80 77 76 79 83 85]"
SB_WILTY_EP36_lie7,lie,88.8,"mean=88.8, std=10.2, max=105, min=77, range=28","[ 97 101 104 105 105 103  98  90  82  78  79  81  81  79  77  78  81  84
  86  86]"
SB_WILTY_EP36_lie9,lie,88.7,"mean=88.7, std=6.4, max=100, min=71, range=29","[100  99  96  93  90  88  87  86  86  85  85  85  88  92  95  94  94  95
  96  93  87  83  82  84  87  85  78  71]"
SB_WILTY_EP37_truth1,truth,82.8,"mean=82.8, std=7.8, max=93, min=68, range=25",[86 90 93 90 86 87 91 92 86 77 70 68 69 72 77 84 89 87 83 80]
SB_WILTY_EP37_truth3,truth,82.6,"mean=82.6, std=6.5, max=92, min=70, range=22",[78 78 77 78 82 88 91 89 84 84 90 92 88 79 73 70]
SB_WILTY_EP37_truth5,truth,80.1,"mean=80.1, std=8.7, max=96, min=67, range=29","[88 93 96 94 89 89 92 93 87 78 72 72 73 72 69 67 69 74 81 84 82 77 74 71
 69 69 70 73 76 81 88 91 89 83 79 78]"
SB_WILTY_EP37_truth6,truth,78.5,"mean=78.5, std=6.1, max=88, min=69, range=19","[73 74 78 83 84 82 81 81 82 82 83 85 88 87 83 82 85 87 84 78 73 71 70 69
 70 72 76 83 86 83 76 72 69 69 71 74]"
SB_WILTY_EP37_truth7,truth,75.9,"mean=75.9, std=3.8, max=83, min=69, range=14",[76 77 80 83 81 75 70 69 70 73 76 77 77 77 77 77]
SB_WILTY_EP37_lie8,lie,90.8,"mean=90.8, std=10.2, max=111, min=80, range=31","[100  94  86  80  80  81  82  83  83  83  84  85  87  89  91  96 102 109
 111 110]"
SB_WILTY_EP38_lie3,lie,88.6,"mean=88.6, std=7.5, max=102, min=76, range=26","[ 90  91  93  96 100 102  99  94  90  88  86  83  79  76  77  79  81  85
  90  93]"
SB_WILTY_EP41_lie1,lie,86.1,"mean=86.1, std=3.6, max=95, min=81, range=14","[81 85 90 92 89 83 81 84 91 95 94 91 87 84 84 85 87 86 84 83 83 83 83 83
 83 84 85 85 86 87 88 89]"
SB_WILTY_EP41_truth2,truth,78.3,"mean=78.3, std=10.7, max=103, min=66, range=37","[ 79  79  79  78  77  75  72  69  68  69  68  67  66  68  71  73  77  83
  94 103 103  95  86  81]"
SB_WILTY_EP41_truth5,truth,71.6,"mean=71.6, std=3.0, max=75, min=67, range=8",[75 75 74 74 73 72 69 67 67 68 71 74]
SB_WILTY_EP41_lie10,lie,88.6,"mean=88.6, std=8.9, max=121, min=75, range=46","[ 77  79  82  86  84  78  75  77  81  84  85  86  86  86  86  89  92  94
  92  89  86  87  88  89  89  89  90  90  90  90  90  91  95 103 114 121]"
SB_WILTY_EP41_lie13,lie,87.0,"mean=87.0, std=5.6, max=102, min=78, range=24","[102  99  95  93  91  88  87  87  88  84  80  78  80  82  83  84  84  84
  85  86  86  87  87  88]"
SB_WILTY_EP42_truth4,truth,77.7,"mean=77.7, std=6.0, max=89, min=68, range=21","[77 77 77 77 75 74 77 84 89 87 84 86 88 84 79 75 74 76 80 85 88 85 80 76
 75 73 72 72 73 75 75 73 70 68 68 68]"
SB_WILTY_EP42_truth7,truth,77.8,"mean=77.8, std=8.7, max=100, min=67, range=33",[100  91  81  75  73  73  75  76  77  75  71  67]
SB_WILTY_EP42_truth11,truth,86.0,"mean=86.0, std=8.6, max=104, min=77, range=27","[ 78  78  79  80  80  80  80  79  79  78  77  79  83  89  93  89  83  79
  82  89  96 100 101 103 104 101  91  81  78  81  88  95]"
SB_WILTY_EP42_lie7,lie,82.2,"mean=82.2, std=5.6, max=91, min=72, range=19","[91 90 87 83 81 82 84 86 84 80 78 78 81 82 82 80 76 72 72 74 76 77 80 85
 88 90 91 91]"
SB_WILTY_EP42_truth13,truth,78.0,"mean=78.0, std=8.3, max=92, min=69, range=23",[73 71 69 69 71 72 75 81 88 92 90 85]
SB_WILTY_EP42_truth16,truth,72.2,"mean=72.2, std=5.2, max=80, min=66, range=14",[80 79 78 77 75 72 69 67 67 67 68 69 69 69 67 66 66 67 70 74 77 79 80 80]
SB_WILTY_EP42_truth17,truth,79.2,"mean=79.2, std=10.4, max=96, min=64, range=32",[96 96 92 85 80 78 76 74 73 70 67 64]
LS_WILTY_EP1_truth2,truth,77.7,"mean=77.7, std=5.7, max=88, min=67, range=21",[78 78 77 76 74 72 70 68 67 69 73 79 85 88 86 81 79 78 78 78 81 84 84 82]
LS_WILTY_EP1_truth4,truth,79.1,"mean=79.1, std=7.6, max=97, min=69, range=28","[77 78 78 79 79 80 79 78 76 73 72 72 74 75 75 75 76 80 89 96 96 88 79 74
 72 74 80 90 97 94 83 74 70 69 72 74]"
LS_WILTY_EP1_lie4,lie,88.3,"mean=88.3, std=6.0, max=101, min=79, range=22","[ 95  99 101  99  95  92  90  90  88  86  82  82  86  90  90  88  85  83
  80  79  81  84  87  88]"
LS_WILTY_EP2_lie2,lie,90.7,"mean=90.7, std=7.2, max=105, min=78, range=27",[105  99  90  82  78  79  84  89  96  99  96  92  89  89  91  93]
LS_WILTY_EP2_lie3,lie,90.5,"mean=90.5, std=10.5, max=115, min=78, range=37","[101  95  89  87  87  86  85  84  83  82  82  83  83  81  79  78  80  84
  88  90  91  92  95 100 107 114 115 112]"
LS_WILTY_EP2_lie4,lie,87.4,"mean=87.4, std=6.7, max=100, min=76, range=24","[ 93  92  91  90  90  88  85  80  77  78  80  79  77  76  79  83  88  94
  98 100  97  91  88  89  90  91  91  92]"
LS_WILTY_EP2_lie5,lie,86.6,"mean=86.6, std=6.2, max=100, min=75, range=25","[ 80  84  89  91  91  89  86  83  79  77  78  81  83  84  85  85  87  91
  97 100  98  93  91  90  90  87  81  75]"
LS_WILTY_EP2_truth3,truth,71.7,"mean=71.7, std=4.4, max=78, min=67, range=11",[77 78 78 76 74 71 68 67 67 68 68 68]
LS_WILTY_EP2_truth4,truth,84.0,"mean=84.0, std=9.0, max=99, min=74, range=25",[75 75 76 80 88 96 97 89 80 75 74 75 76 77 79 83 91 98 99 96]
LS_WILTY_EP2_truth6,truth,76.0,"mean=76.0, std=7.0, max=95, min=68, range=27","[70 70 71 71 72 73 75 76 75 74 73 72 71 69 68 69 72 76 83 90 95 94 88 80
 73 71 72 75 77 78 79 80]"
LS_WILTY_EP3_truth1,truth,78.4,"mean=78.4, std=6.3, max=90, min=67, range=23","[78 78 78 78 77 77 78 80 84 88 89 90 87 81 73 69 67 67 69 71 74 78 83 86
 84 80 77 75]"
LS_WILTY_EP3_truth3,truth,76.7,"mean=76.7, std=5.9, max=88, min=66, range=22","[78 77 76 74 70 66 66 70 75 82 86 86 85 87 88 85 79 74 73 73 74 74 74 74
 74 75 76 77]"
LS_WILTY_EP3_lie2,lie,88.5,"mean=88.5, std=8.1, max=109, min=76, range=33","[108 103  96  93  91  91  91  90  87  83  80  80  82  81  78  76  77  81
  86  90  91  88  85  85  86  86  87  87  89  94 102 109]"
LS_WILTY_EP3_lie4,lie,89.1,"mean=89.1, std=6.5, max=105, min=79, range=26","[ 89  86  83  84  86  87  87  87  88  88  89  91  94  93  88  81  79  81
  84  89  95  99  97  92  87  82  80  84  92  99 104 105]"
LS_WILTY_EP3_lie6,lie,88.7,"mean=88.7, std=5.6, max=96, min=77, range=19",[77 79 84 92 96 94 90 88 89 91 92 92]
LS_WILTY_EP3_truth7,truth,76.2,"mean=76.2, std=9.4, max=93, min=64, range=29",[93 92 87 81 76 72 71 70 71 70 67 64]
LS_WILTY_EP3_lie10,lie,90.1,"mean=90.1, std=6.2, max=96, min=78, range=18",[92 93 94 96 96 91 83 78 78 82 87 92 96 96 94 93]
LS_WILTY_EP4_lie3,lie,89.6,"mean=89.6, std=8.5, max=110, min=76, range=34","[ 76  86 100 110 110 102  91  84  83  85  85  84  83  82  82  82  83  83
  84  87  91  97 100  98  94  91  89  88]"
LS_WILTY_EP4_lie5,lie,89.4,"mean=89.4, std=4.0, max=99, min=80, range=19","[90 89 89 88 87 86 87 90 94 95 92 88 89 90 88 83 80 84 90 96 99 98 95 92
 90 90 90 90 90 88 85 83 85 88 90 90]"
LS_WILTY_EP4_truth5,truth,75.5,"mean=75.5, std=10.5, max=104, min=63, range=41",[104  95  85  79  76  74  73  72  71  71  72  71  70  67  65  63]
LS_WILTY_EP4_truth9,truth,76.3,"mean=76.3, std=6.6, max=92, min=69, range=23","[70 70 70 70 71 73 75 77 76 75 73 70 69 71 73 74 75 79 84 89 91 92 91 85
 76 71 71 73 76 78 77 77]"
LS_WILTY_EP4_truth11,truth,76.2,"mean=76.2, std=5.2, max=87, min=69, range=18",[76 76 76 77 80 85 87 86 83 82 80 77 74 74 73 73 73 72 70 69 69 70 73 74]
LS_WILTY_EP4_lie11,lie,86.4,"mean=86.4, std=5.1, max=99, min=80, range=19","[88 86 82 80 82 85 88 90 90 90 90 89 88 86 85 85 84 82 81 81 82 82 81 80
 80 83 91 98 99 95 92 91]"
LS_WILTY_EP5_truth2,truth,78.9,"mean=78.9, std=6.3, max=93, min=68, range=25","[78 78 79 80 85 91 93 87 78 72 70 70 69 68 70 75 81 85 82 77 75 77 82 85
 84 81 79 79]"
LS_WILTY_EP5_truth3,truth,80.1,"mean=80.1, std=7.4, max=93, min=65, range=28","[66 70 75 77 78 77 77 77 77 77 77 76 77 79 83 85 85 85 89 90 85 77 69 65
 67 75 85 91 90 89 91 93 89 83 79 78]"
LS_WILTY_EP5_truth5,truth,72.2,"mean=72.2, std=2.3, max=77, min=68, range=9",[77 76 73 72 72 72 72 72 72 71 70 68]
LS_WILTY_EP5_truth6,truth,79.5,"mean=79.5, std=5.6, max=88, min=71, range=17",[88 87 83 78 74 72 71 73 79 85 88 85 80 77 76 76]
LS_WILTY_EP5_lie1,lie,88.5,"mean=88.5, std=3.8, max=99, min=85, range=14",[99 93 88 87 86 85 85 86 87 88 89 89]
LS_WILTY_EP5_lie4,lie,87.0,"mean=87.0, std=6.8, max=96, min=78, range=18",[95 96 96 94 90 87 85 84 82 79 78 78]
LS_WILTY_EP5_lie5,lie,86.0,"mean=86.0, std=8.9, max=103, min=76, range=27",[103 102  99  92  86  80  77  77  78  77  76  79  84  87  89  90]
LS_WILTY_EP5_truth11,truth,76.6,"mean=76.6, std=4.8, max=87, min=69, range=18","[77 81 85 87 83 78 74 71 69 69 70 71 73 73 74 74 75 76 76 76 78 82 84 82
 79 77 76 75]"
LS_WILTY_EP6_truth1,truth,78.3,"mean=78.3, std=7.3, max=93, min=70, range=23",[76 77 76 75 72 70 71 74 79 86 91 93]
LS_WILTY_EP6_truth3,truth,83.4,"mean=83.4, std=5.5, max=94, min=76, range=18",[77 79 82 86 87 84 79 76 79 86 92 94]
LS_WILTY_EP6_lie3,lie,88.1,"mean=88.1, std=5.0, max=98, min=77, range=21","[88 88 87 85 83 84 90 95 94 90 87 85 85 86 88 91 92 87 81 77 77 81 86 89
 90 91 93 96 98 95 92 89]"
LS_WILTY_EP6_truth6,truth,76.4,"mean=76.4, std=6.8, max=91, min=68, range=23",[71 71 74 80 88 91 87 79 73 69 68 70 73 75 77 77]
LS_WILTY_EP6_lie5,lie,89.5,"mean=89.5, std=2.3, max=92, min=84, range=8",[91 91 91 92 92 89 85 84 87 91 91 89 89 89 90 91]
